Name,Chromatic,Clique,CR==CL,Ind,n,m,MinD,MaxD
"ZamfirescuGraph36",3,2,False,15,36,54,3,3
"{ZeroTwoBipartite, {6, 4}}",2,2,True,18,36,108,6,6
"{ZeroTwoBipartite, {6, 5}}",2,2,True,18,36,108,6,6
"{ZeroTwoBipartite, {6, 6}}",2,2,True,18,36,108,6,6
"{ZeroTwoNonbipartite, {7, 31}}",4,4,True,10,36,126,7,7
"{BananaTree, {6, 6}}",2,2,True,30,37,36,1,6
"{CompleteBipartite, {17, 20}}",2,2,True,20,37,340,17,20
"{CompleteBipartite, {18, 19}}",2,2,True,19,37,342,18,19
"{Cyclotomic, 37}",6,3,False,7,37,222,12,12
"{Gear, 18}",2,2,True,19,37,54,2,18
"{Helm, 18}",3,3,True,19,37,54,1,18
"{MongolianTent, {4, 9}}",2,2,True,19,37,64,2,5
"{Antiprism, 19}",4,3,False,12,38,76,4,4
"{Barbell, 19}",19,19,True,2,38,343,18,19
"BarnetteBosakLederbergGraph",3,2,False,16,38,57,3,3
"{Book, 18}",2,2,True,19,38,55,2,19
"{CocktailParty, 19}",19,19,True,2,38,684,36,36
"{CompleteBipartite, {18, 20}}",2,2,True,20,38,360,18,20
"{CompleteBipartite, {19, 19}}",2,2,True,19,38,361,19,19
"{Crown, 19}",2,2,True,19,38,342,18,18
"{Cubic, {38, 2}}",3,2,False,17,38,57,3,3
"{DifferenceSetIncidence, {19, 9, 4}}",2,2,True,19,38,171,9,9
"Foster038A",2,2,True,19,38,57,3,3
"{Fullerene, {38, 1}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 2}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 3}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 4}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 5}}",3,2,False,17,38,57,3,3
"{Fullerene, {38, 6}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 7}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 8}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 9}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 10}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 11}}",3,2,False,17,38,57,3,3
"{Fullerene, {38, 12}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 13}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 14}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 15}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 16}}",3,2,False,16,38,57,3,3
"{Fullerene, {38, 17}}",3,2,False,16,38,57,3,3
"{GeneralizedPetersen, {19, 2}}",3,2,False,15,38,57,3,3
"{GeneralizedPetersen, {19, 3}}",3,2,False,17,38,57,3,3
"{GeneralizedPetersen, {19, 4}}",3,2,False,16,38,57,3,3
"{GeneralizedPetersen, {19, 7}}",3,2,False,15,38,57,3,3
"{HoneycombToroidal, {1, 38, 5}}",2,2,True,19,38,57,3,3
"{HoneycombToroidal, {1, 38, 7}}",2,2,True,19,38,57,3,3
"{Ladder, 19}",2,2,True,19,38,55,2,3
"{LadderRung, 19}",2,2,True,19,38,19,1,1
"{LargestCubicNonplanarDiameter, 4}",3,2,False,17,38,57,3,3
"{MoebiusLadder, 19}",2,2,True,19,38,57,3,3
"PentagonalIcositetrahedralGraph",3,2,False,16,38,60,3,4
"{Prism, 19}",3,2,False,18,38,57,3,3
"{Sun, 19}",19,19,True,19,38,209,2,20
"{CompleteBipartite, {19, 20}}",2,2,True,20,39,380,19,20
"{Gear, 19}",2,2,True,20,39,57,2,19
"{Helm, 19}",4,3,False,20,39,57,1,19
"4P3+4P2+20K1",2,2,True,32,40,12,0,2
"{Antelope, {5, 8}}",2,2,True,24,40,26,0,3
"{Antiprism, 20}",4,3,False,13,40,80,4,4
"{Barbell, 20}",20,20,True,2,40,381,19,20
"{Bishop, {4, 10}}",4,4,True,12,40,100,3,6
"{Bishop, {5, 8}}",5,5,True,12,40,120,4,8
"{BlackBishop, {8, 10}}",8,8,True,8,40,196,7,14
"{Book, 19}",2,2,True,20,40,58,2,20
"{Cage, {6, 5}}",4,2,False,12,40,120,6,6
"{Caveman, {8, 5}}",4,4,True,16,40,80,3,5
"{Caveman, {10, 4}}",3,3,True,20,40,60,2,4
"{Circulant, {40, {5, 8}}}",3,2,False,16,40,80,4,4
"{Circulant, {40, {5, 8, 10, 15, 16, 20}}}",8,8,True,5,40,220,11,11
"{Circulant, {40, {1,2,3,4,6,7,9,11,12,13,14,17,18,19}}}",5,5,True,8,40,560,28,28
"{CocktailParty, 20}",20,20,True,2,40,760,38,38
"{CompleteBipartite, {20, 20}}",2,2,True,20,40,400,20,20
"{CompleteTree, {3, 4}}",2,2,True,30,40,39,1,4
"{CrossedPrism, 20}",2,2,True,20,40,60,3,3
"{Crown, 20}",2,2,True,20,40,380,19,19
"{Cubic, {40, 1}}",2,2,True,20,40,60,3,3
"{Firecracker, {5, 8}}",2,2,True,33,40,39,1,7
"{Firecracker, {8, 5}}",2,2,True,28,40,39,1,4
"{Fiveleaper, {4, 10}}",2,2,True,20,40,32,1,3
"{Fiveleaper, {5, 8}}",2,2,True,21,40,41,0,3
"Foster040A",2,2,True,20,40,60,3,3
"{Fullerene, {40, 1}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 2}}",3,2,False,18,40,60,3,3
"{Fullerene, {40, 3}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 4}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 5}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 6}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 7}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 8}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 9}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 10}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 11}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 12}}",3,2,False,18,40,60,3,3
"{Fullerene, {40, 13}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 14}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 15}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 16}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 17}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 18}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 19}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 20}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 21}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 22}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 23}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 24}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 25}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 26}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 27}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 28}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 29}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 30}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 31}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 32}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 33}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 34}}",3,2,False,16,40,60,3,3
"{Fullerene, {40, 35}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 36}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 37}}",3,2,False,18,40,60,3,3
"{Fullerene, {40, 38}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 39}}",3,2,False,17,40,60,3,3
"{Fullerene, {40, 40}}",3,2,False,17,40,60,3,3
"{GeneralizedPetersen, {20, 2}}",3,2,False,16,40,60,3,3
"{GeneralizedPetersen, {20, 3}}",2,2,True,20,40,60,3,3
"{GeneralizedPetersen, {20, 4}}",3,2,False,16,40,60,3,3
"{GeneralizedPetersen, {20, 5}}",2,2,True,20,40,60,3,3
"{GeneralizedPetersen, {20, 6}}",3,2,False,16,40,60,3,3
"{GeneralizedPetersen, {20, 8}}",3,2,False,17,40,60,3,3
"{GeneralizedPetersen, {20, 9}}",2,2,True,20,40,60,3,3
"GoldbergSnark5",3,2,False,17,40,60,3,3
"{Grid, {4, 10}}",2,2,True,20,40,66,2,4
"{Grid, {5, 8}}",2,2,True,20,40,67,2,4
"{Grid, {2, 4, 5}}",2,2,True,20,40,82,3,5
"{HoneycombToroidal, {1, 40, 5}}",2,2,True,20,40,60,3,3
"{HoneycombToroidal, {1, 40, 7}}",2,2,True,20,40,60,3,3
"{HoneycombToroidal, {1, 40, 9}}",2,2,True,20,40,60,3,3
"{HoneycombToroidal, {1, 40, 11}}",2,2,True,20,40,60,3,3
"{HoneycombToroidal, {1, 40, 17}}",2,2,True,20,40,60,3,3
"{IGraph, {20, 2, 5}}",3,2,False,18,40,60,3,3
"{IGraph, {20, 4, 5}}",3,2,False,18,40,60,3,3
"{JohnsonSkeleton, 42}",3,3,True,14,40,80,4,4
"{JohnsonSkeleton, 43}",3,3,True,14,40,80,4,4
"{JohnsonSkeleton, 48}",4,3,False,13,40,90,4,5
"{King, {4, 10}}",4,4,True,10,40,120,3,8
"{King, {5, 8}}",4,4,True,12,40,123,3,8
"{Knight, {4, 10}}",2,2,True,20,40,84,2,6
"{Knight, {5, 8}}",2,2,True,20,40,90,2,8
"{Ladder, 20}",2,2,True,20,40,58,2,3
"{LadderRung, 20}",2,2,True,20,40,20,1,1
"{LindgrenSousselier, 40}",3,2,False,17,40,65,3,13
"{MoebiusLadder, 20}",3,2,False,19,40,60,3,3
"{Prism, 20}",2,2,True,20,40,60,3,3
"{Queen, {4, 10}}",10,10,True,4,40,340,15,18
"{Queen, {5, 8}}",8,8,True,5,40,340,15,19
"{Rook, {4, 10}}",10,10,True,4,40,240,12,12
"{RookComplement, {4, 10}}",4,4,True,10,40,540,27,27
"{StackedBook, {3, 10}}",2,2,True,20,40,66,2,5
"{StackedBook, {4, 8}}",2,2,True,20,40,67,2,6
"{StackedBook, {7, 5}}",2,2,True,23,40,67,2,9
"{StackedBook, {9, 4}}",2,2,True,20,40,66,2,11
"{StackedPrism, {8, 5}}",2,2,True,20,40,72,3,4
"{Sun, 20}",20,20,True,20,40,230,2,21
"{Sunlet, 20}",2,2,True,20,40,40,1,3
"{TorusGrid, {4, 10}}",2,2,True,20,40,80,4,4
"{WhiteBishop, {9, 9}}",8,8,True,8,40,200,8,14
"{ZeroTwoBipartite, {6, 7}}",2,2,True,20,40,120,6,6
"{ZeroTwoBipartite, {6, 8}}",2,2,True,20,40,120,6,6
"{ZeroTwoNonbipartite, {7, 33}}",4,4,True,10,40,140,7,7
"{ZeroTwoNonbipartite, {7, 34}}",4,4,True,12,40,140,7,7
"{ZeroTwoNonbipartite, {7, 35}}",4,4,True,12,40,140,7,7
"{BlackBishop, {9, 9}}",9,9,True,8,41,208,8,16
"{Gear, 20}",2,2,True,21,41,60,2,20
"{Helm, 20}",3,3,True,21,41,60,1,20
"{Paley, 41}",9,5,False,5,41,410,20,20
"2P9+2P6+2P5+2K1",2,2,True,24,42,34,0,2
"{BipartiteKneser, {7, 2}}",2,2,True,21,42,210,10,10
"{Bishop, {6, 7}}",6,6,True,12,42,140,5,10
"{BlanusaSnark, {4, 1}}",3,2,False,17,42,63,3,3
"{BlanusaSnark, {4, 2}}",3,2,False,18,42,63,3,3
"{Book, 20}",2,2,True,21,42,61,2,21
"{Cage, {5, 6}}",2,2,True,21,42,105,5,5
"{Circulant, {42, {1, 21}}}",2,2,True,21,42,63,3,3
"{Circulant, {42, {6, 7}}}",3,2,False,18,42,84,4,4
"{Circulant, {42, {6, 7, 12, 14, 18, 21}}}",7,7,True,6,42,231,11,11
"{Circulant, {42, {1, 2, 3, 4, 5, 8, 9, 10, 11, 13, 15, 16, 17, 19, 20}}}",6,6,True,7,42,630,30,30
"CoxeterLineGraph",3,3,True,14,42,84,4,4
"{Cubic, {42, 2}}",2,2,True,21,42,63,3,3
"{Cubic, {42, 3}}",3,2,False,18,42,63,3,3
"{Cubic, {42, 4}}",3,2,False,17,42,63,3,3
"{CubicNonhamiltonian, {42, 3}}",3,2,False,17,42,63,3,3
"{DifferenceSetIncidence, {21, 16, 12}}",2,2,True,21,42,336,16,16
"FaulknerYoungerGraph42",3,2,False,17,42,63,3,3
"{Firecracker, {6, 7}}",2,2,True,33,42,41,1,6
"{Firecracker, {7, 6}}",2,2,True,32,42,41,1,5
"{Fiveleaper, {6, 7}}",2,2,True,23,42,53,0,4
"Foster042A",2,2,True,21,42,63,3,3
"{Fullerene, {42, 1}}",3,2,False,19,42,63,3,3
"{Fullerene, {42, 2}}",3,2,False,19,42,63,3,3
"{Fullerene, {42, 3}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 4}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 5}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 6}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 7}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 8}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 9}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 10}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 11}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 12}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 13}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 14}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 15}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 16}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 17}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 18}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 19}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 20}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 21}}",3,2,False,19,42,63,3,3
"{Fullerene, {42, 22}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 23}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 24}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 25}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 26}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 27}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 28}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 29}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 30}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 31}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 32}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 33}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 34}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 35}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 36}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 37}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 38}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 39}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 40}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 41}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 42}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 43}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 44}}",3,2,False,18,42,63,3,3
"{Fullerene, {42, 45}}",3,2,False,18,42,63,3,3
"{Grid, {6, 7}}",2,2,True,21,42,71,2,4
"GrinbergGraph42",3,2,False,17,42,63,3,3
"HoffmanSingletonMinusStarGraph",4,2,False,14,42,126,6,6
"{HoneycombToroidal, {1, 42, 5}}",2,2,True,21,42,63,3,3
"{HoneycombToroidal, {1, 42, 7}}",2,2,True,21,42,63,3,3
"{HoneycombToroidal, {1, 42, 13}}",2,2,True,21,42,63,3,3
"{HoneycombToroidal, {1, 42, 15}}",2,2,True,21,42,63,3,3
"{HoneycombToroidal, {1, 42, 17}}",2,2,True,21,42,63,3,3
"{King, {6, 7}}",4,4,True,12,42,131,3,8
"{Knight, {6, 7}}",2,2,True,21,42,98,2,8
"{Prism, 21}",3,2,False,20,42,63,3,3
"{Queen, {6, 7}}",7,7,True,6,42,371,16,21
"SchlaefliDoubleSixesGraph",2,2,True,30,42,60,2,5
"{SierpinskiSieve, 4}",3,3,True,15,42,81,2,4
"{StackedBook, {5, 7}}",2,2,True,23,42,71,2,7
"{StackedBook, {6, 6}}",2,2,True,21,42,71,2,8
"{Web, 14}",2,2,True,21,42,56,1,4
"{Apollonian, 4}",4,4,True,27,43,123,3,24
"{BananaTree, {6, 7}}",2,2,True,36,43,42,1,6
"{BananaTree, {7, 6}}",2,2,True,35,43,42,1,7
"FaulknerYoungerGraph44",3,2,False,18,44,66,3,3
"{Fullerene, {44, 1}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 2}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 3}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 4}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 5}}",3,2,False,18,44,66,3,3
"{Fullerene, {44, 6}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 7}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 8}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 9}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 10}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 11}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 12}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 13}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 14}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 15}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 16}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 17}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 18}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 19}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 20}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 21}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 22}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 23}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 24}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 25}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 26}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 27}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 28}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 29}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 30}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 31}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 32}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 33}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 34}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 35}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 36}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 37}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 38}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 39}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 40}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 41}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 42}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 43}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 44}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 45}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 46}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 47}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 48}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 49}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 50}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 51}}",3,2,False,18,44,66,3,3
"{Fullerene, {44, 52}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 53}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 54}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 55}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 56}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 57}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 58}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 59}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 60}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 61}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 62}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 63}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 64}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 65}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 66}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 67}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 68}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 69}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 70}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 71}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 72}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 73}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 74}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 75}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 76}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 77}}",3,2,False,18,44,66,3,3
"{Fullerene, {44, 78}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 79}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 80}}",3,2,False,20,44,66,3,3
"{Fullerene, {44, 81}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 82}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 83}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 84}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 85}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 86}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 87}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 88}}",3,2,False,19,44,66,3,3
"{Fullerene, {44, 89}}",3,2,False,19,44,66,3,3
"{GeneralizedPetersen, {22, 4}}",3,2,False,18,44,66,3,3
"GrinbergGraph44",3,2,False,19,44,66,3,3
"{HoneycombToroidal, {1, 44, 5}}",2,2,True,22,44,66,3,3
"{HoneycombToroidal, {1, 44, 7}}",2,2,True,22,44,66,3,3
"{HoneycombToroidal, {1, 44, 9}}",2,2,True,22,44,66,3,3
"{HoneycombToroidal, {1, 44, 11}}",2,2,True,22,44,66,3,3
"{HoneycombToroidal, {1, 44, 21}}",2,2,True,22,44,66,3,3
"{Prism, 22}",2,2,True,22,44,66,3,3
"{StackedBook, {10, 4}}",2,2,True,22,44,73,2,12
"{ZeroTwoBipartite, {6, 9}}",2,2,True,22,44,132,6,6
"{Antelope, {5, 9}}",2,2,True,29,45,32,0,4
"{Bishop, {5, 9}}",5,5,True,13,45,140,4,8
"{BlackBishop, {9, 10}}",9,9,True,9,45,240,8,16
"{Caveman, {9, 5}}",4,4,True,18,45,90,3,5
"{Circulant, {45, {5, 9}}}",3,2,False,18,45,90,4,4
"{Circulant, {45, {5, 9, 10, 15, 18, 20}}}",9,9,True,5,45,270,12,12
"{Circulant, {45, {1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 16, 17, 19, 21, 22}}}",5,5,True,9,45,720,32,32
"{Fiveleaper, {5, 9}}",2,2,True,23,45,52,0,4
"{GeneralizedOctagon, {2, 1}}",3,3,True,15,45,90,4,4
"{Grid, {5, 9}}",2,2,True,23,45,76,2,4
"{Grid, {3, 3, 5}}",2,2,True,23,45,96,3,6
"HalvedFosterGraph",4,3,False,15,45,135,6,6
"{JohnsonSkeleton, 83}",3,3,True,18,45,75,3,4
"{King, {5, 9}}",4,4,True,15,45,140,3,8
"{Kneser, {10, 2}}",8,5,False,9,45,630,28,28
"{Knight, {5, 9}}",2,2,True,23,45,104,2,8
"{Queen, {5, 9}}",9,9,True,5,45,410,16,20
"{StackedBook, {4, 9}}",2,2,True,24,45,76,2,6
"{StackedBook, {8, 5}}",2,2,True,26,45,76,2,10
"{Triangular, 10}",9,9,True,5,45,360,16,16
"{TriangularGrid, 8}",3,3,True,15,45,108,2,6
"{TriangularHoneycombAcuteKnight, 9}",3,3,True,18,45,84,1,6
"{TriangularHoneycombObtuseKnight, 9}",3,3,True,21,45,126,2,10
"{TriangularHoneycombQueen, 9}",9,9,True,6,45,360,16,16
"{TriangularHoneycombRook, 9}",9,9,True,9,45,120,0,8
"{CayleyTree, {3, 4}}",2,2,True,31,46,45,1,3
"{Circulant, {46, {1, 23}}}",2,2,True,23,46,69,3,3
"{CubicNonhamiltonian, {46, 2}}",3,2,False,19,46,69,3,3
"{CubicNonhamiltonian, {46, 3}}",3,2,False,19,46,69,3,3
"{CubicNonhamiltonian, {46, 4}}",3,2,False,18,46,69,3,3
"{DifferenceSetIncidence, {23, 11, 5}}",2,2,True,23,46,253,11,11
"{Fullerene, {46, 1}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 2}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 3}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 4}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 5}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 6}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 7}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 8}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 9}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 10}}",3,2,False,19,46,69,3,3
"{Fullerene, {46, 11}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 12}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 13}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 14}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 15}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 16}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 17}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 18}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 19}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 20}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 21}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 22}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 23}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 24}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 25}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 26}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 27}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 28}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 29}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 30}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 31}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 32}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 33}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 34}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 35}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 36}}",3,2,False,20,46,69,3,3
"{Fullerene, {46, 37}}",3,2,False,20,46,69,3,3
